timestamp,amount,location,hour,avg_amount_last_10,num_tx_last_7h,time_since_last_tx,home_location_match,fraud
2025-09-13 04:57:01.461595,73.89,FL,20,52.88,0,21.13,0,0
2025-09-13 11:03:50.645529,46.6,NY,19,55.07,1,6.11,1,0
2025-09-14 06:50:28.798911,64.34,NY,20,55.22,0,19.78,1,0
2025-09-14 17:52:07.787131,40.89,NY,9,56.96,0,11.03,1,0
2025-09-15 10:20:47.042262,46.25,NY,16,55.68,0,16.48,1,0
2025-09-15 16:05:29.397467,50.95,NY,21,54.52,1,5.75,1,0
2025-09-16 03:28:15.764723,67.91,NY,21,55.39,0,11.38,1,0
2025-09-17 01:28:12.613057,67.17,NY,14,57.59,0,22.0,1,0
2025-09-17 17:48:08.134429,62.19,NY,18,58.57,0,16.33,1,0
2025-09-17 18:24:03.004074,34.47,NY,9,58.5,1,0.6,1,0
2025-09-18 06:25:07.445439,326.75,TX,2,55.47,0,12.02,0,1
2025-09-18 20:13:00.348817,64.99,NY,19,80.75,0,13.8,1,0
2025-09-19 09:02:03.927100,44.82,NY,15,82.59,0,12.82,1,0
2025-09-19 23:17:18.708694,42.75,NY,21,80.64,0,14.25,1,0
2025-09-20 10:07:38.010326,65.88,NY,13,80.82,0,10.84,1,0
2025-09-20 17:44:29.559178,44.92,NY,14,82.79,0,7.61,1,0
2025-09-21 15:33:14.348336,43.93,NY,16,82.18,0,21.81,1,0
2025-09-22 13:16:27.091488,34.84,NY,8,79.79,0,21.72,1,0
2025-09-23 08:51:42.435408,49.93,NY,19,76.55,0,19.59,1,0
2025-09-24 02:06:11.237945,52.43,NY,10,75.33,0,17.24,1,0
2025-09-24 18:22:41.447796,49.12,NY,16,77.12,0,16.28,1,0
2025-09-25 09:35:44.817058,43.05,NY,11,49.36,0,15.22,1,0
2025-09-25 14:59:09.055151,51.17,NY,9,47.17,1,5.39,1,0
2025-09-26 03:57:25.642832,45.45,NY,19,47.8,0,12.97,1,0
2025-09-26 20:54:07.355893,36.03,NY,10,48.07,0,16.94,1,0
2025-09-27 14:55:40.542111,48.32,NY,19,45.09,0,18.03,1,0
2025-09-28 00:02:45.718942,48.95,NY,12,45.43,0,9.12,1,0
2025-09-28 14:47:51.089565,48.14,NY,17,45.93,0,14.75,1,0
2025-09-28 22:05:44.317516,54.48,CA,9,47.26,0,7.3,0,0
2025-09-29 14:57:51.877259,43.08,NY,22,47.71,0,16.87,1,0
2025-09-30 01:20:22.036189,53.62,NY,8,46.78,0,10.38,1,0
2025-09-30 10:53:52.280873,55.76,NY,19,47.23,0,9.56,1,0
2025-09-30 14:55:29.946011,39.16,NY,11,48.5,1,4.03,1,0
2025-09-30 16:22:24.081550,43.28,NY,14,47.3,2,1.45,1,0
2025-10-01 01:41:06.717329,49.91,NY,10,47.08,0,9.31,1,0
2025-10-01 21:22:12.515381,33.38,NY,11,48.47,0,19.68,1,0
2025-10-01 22:39:14.666756,48.32,NY,21,46.98,1,1.28,1,0
2025-10-02 17:48:00.652436,46.63,NY,9,46.91,0,19.15,1,0
2025-10-03 14:43:39.114985,57.65,NY,8,46.76,0,20.93,1,0
2025-10-04 08:17:34.813925,47.73,NY,19,47.08,0,17.57,1,0
2025-10-04 23:32:49.497159,53.36,NY,21,47.54,0,15.25,1,0
2025-10-05 23:19:48.671623,61.04,NY,10,47.52,0,23.78,1,0
2025-10-06 22:37:03.486467,60.56,NY,13,48.05,0,23.29,1,0
2025-10-07 03:16:11.913461,44.95,NY,19,50.19,1,4.65,1,0
2025-10-07 07:21:33.171182,63.26,CA,17,50.35,1,4.09,0,0
2025-10-08 02:39:35.858772,59.05,NY,12,51.69,0,19.3,1,0
2025-10-08 15:06:54.425840,49.02,NY,14,54.26,0,12.46,1,0
2025-10-09 02:53:19.204615,41.39,NY,8,54.32,0,11.77,1,0
2025-10-09 20:14:23.506162,37.28,NY,17,53.8,0,17.35,1,0
2025-10-10 14:14:29.591815,44.71,FL,20,51.76,0,18.0,0,0
2025-10-10 22:41:26.478559,43.1,NY,18,51.46,0,8.45,1,0
2025-10-11 14:29:19.039660,43.0,NY,15,50.44,0,15.8,1,0
2025-10-11 15:27:15.689096,60.05,FL,19,48.63,1,0.97,0,0
2025-10-11 16:57:27.920010,41.97,NY,19,48.58,2,1.5,1,0
2025-10-12 12:26:19.525300,38.98,IL,17,48.28,0,19.48,0,0
2025-10-13 06:54:51.752625,36.67,IL,14,45.86,0,18.48,0,0
2025-10-14 01:14:53.830629,16.78,NY,16,43.62,0,18.33,1,0
2025-10-14 17:25:44.023835,31.44,NY,12,40.39,0,16.18,1,0
2025-10-15 01:30:04.006319,55.68,NY,17,39.4,0,8.07,1,0
2025-10-15 08:11:04.085237,44.87,NY,15,41.24,1,6.68,1,0
2025-10-16 07:46:20.917042,51.63,TX,12,41.25,0,23.59,0,0
2025-10-16 14:22:02.329034,52.19,NY,22,42.11,1,6.59,1,0
2025-10-17 13:04:28.180842,49.06,NY,8,43.03,0,22.71,1,0
2025-10-17 22:45:02.880515,42.03,NY,14,41.93,0,9.68,1,0
2025-10-18 00:37:30.681461,41.62,NY,20,41.93,1,1.87,1,0
2025-10-18 15:43:54.167041,54.35,NY,13,42.2,0,15.11,1,0
2025-10-18 18:17:15.170791,60.7,NY,16,43.96,1,2.56,1,0
2025-10-19 06:34:04.035404,53.0,NY,21,48.36,0,12.28,1,0
2025-10-19 15:24:52.425088,52.56,NY,12,50.51,0,8.85,1,0
2025-10-20 03:10:00.214810,52.35,NY,13,50.2,0,11.75,1,0
2025-10-20 04:38:37.548030,57.82,NY,8,50.95,1,1.48,1,0
2025-10-21 02:15:08.256949,64.95,NY,16,51.57,0,21.61,1,0
2025-10-22 01:36:09.590694,57.25,IL,21,52.84,0,23.35,0,0
2025-10-22 22:17:29.378873,34.94,NY,10,53.66,0,20.69,1,0
2025-10-23 19:33:30.930822,69.6,NY,17,52.95,0,21.27,1,0
2025-10-23 20:26:50.945309,62.05,NY,9,55.75,1,0.89,1,0
2025-10-24 00:10:17.428772,373.9,TX,6,56.52,2,3.72,0,1
2025-10-24 16:54:59.122716,39.34,NY,12,87.84,0,16.74,1,0
2025-10-25 07:04:09.398952,46.54,NY,17,86.48,0,14.15,1,0
2025-10-25 18:09:45.839112,51.66,NY,19,85.87,0,11.09,1,0
2025-10-25 22:48:06.141110,51.01,NY,9,85.8,1,4.64,1,0
2025-10-26 21:42:51.014914,56.42,NY,17,85.12,0,22.91,1,0
2025-10-27 17:48:19.905889,49.73,CA,18,84.27,0,20.09,0,0
2025-10-28 15:38:34.016363,41.94,NY,20,83.52,0,21.84,1,0
2025-10-29 10:55:18.649216,38.89,NY,12,84.22,0,19.28,1,0
2025-10-29 16:22:36.649140,43.39,NY,17,81.15,1,5.45,1,0
2025-10-30 07:01:22.052953,40.78,NY,16,79.28,0,14.65,1,0
2025-10-30 18:03:17.848559,54.77,NY,9,45.97,0,11.03,1,0
2025-10-31 04:15:49.520874,54.54,NY,12,47.51,0,10.21,1,0
2025-10-31 05:37:21.990294,58.66,NY,8,48.31,1,1.36,1,0
2025-10-31 10:47:45.850909,62.7,NY,12,49.01,2,5.17,1,0
2025-10-31 18:53:19.549857,41.44,NY,19,50.18,0,8.09,1,0
2025-11-01 10:29:14.623981,57.64,NY,8,48.68,0,15.6,1,0
2025-11-01 11:43:59.532910,43.79,NY,18,49.48,1,1.25,1,0
2025-11-01 19:36:15.779338,48.71,NY,14,49.66,0,7.87,1,0
2025-11-02 11:42:16.298129,32.76,NY,12,50.64,0,16.1,1,0
2025-11-03 04:36:32.003452,57.06,NY,11,49.58,0,16.9,1,0
2025-11-04 03:02:55.920279,47.97,NY,10,51.21,0,22.44,1,0
2025-11-04 11:45:26.885774,38.89,NY,18,50.53,0,8.71,1,0
2025-11-05 02:58:05.099977,49.77,NY,8,48.96,0,15.21,1,0
2025-11-05 22:24:36.424787,51.75,NY,9,48.07,0,19.44,1,0
2025-11-06 14:19:54.473004,40.04,NY,14,46.98,0,15.92,1,0
2025-11-07 14:00:59.668087,53.98,NY,19,46.84,0,23.68,1,0
2025-11-08 09:50:53.092879,58.93,NY,19,46.47,0,19.83,1,0
2025-11-08 23:18:26.927825,78.24,NY,10,47.99,0,13.46,1,0
2025-11-09 22:19:19.839866,33.94,CA,9,50.94,0,23.01,0,0
2025-11-10 03:04:58.200461,43.56,NY,10,51.06,1,4.76,1,0
2025-11-10 15:12:29.984316,47.15,NY,16,49.71,0,12.13,1,0
2025-11-11 06:13:27.972501,39.89,NY,11,49.62,0,15.02,1,0
2025-11-11 11:21:11.816748,59.12,NY,21,49.72,1,5.13,1,0
2025-11-11 17:51:31.878941,35.92,IL,22,50.66,1,6.51,0,0
2025-11-12 17:25:14.562496,51.93,NY,16,49.08,0,23.56,1,0
2025-11-12 20:32:09.338703,33.92,NY,9,50.27,1,3.12,1,0
2025-11-12 21:45:28.525786,41.75,NY,16,48.26,2,1.22,1,0
2025-11-13 17:01:12.785260,42.88,NY,19,46.54,0,19.26,1,0
2025-11-14 12:34:22.422134,41.3,NY,21,43.01,0,19.55,1,0
2025-11-14 15:05:04.962961,39.53,NY,21,43.74,1,2.51,1,0
2025-11-15 03:22:45.538812,66.14,NY,8,43.34,0,12.29,1,0
2025-11-15 11:51:57.377468,52.89,NY,13,45.24,0,8.49,1,0
2025-11-16 06:28:24.755275,45.43,NY,16,46.54,0,18.61,1,0
2025-11-17 02:45:29.354288,54.3,NY,18,45.17,0,20.28,1,0
2025-11-18 02:01:27.146703,51.43,NY,19,47.01,0,23.27,1,0
2025-11-18 05:52:25.697944,44.35,TX,12,46.96,1,3.85,0,0
2025-11-18 15:21:45.923107,51.39,NY,13,48.0,0,9.49,1,0
2025-11-19 10:28:23.444436,63.02,NY,13,48.96,0,19.11,1,0
2025-11-19 19:34:25.766504,46.22,NY,16,50.98,0,9.1,1,0
2025-11-20 17:50:15.417552,45.23,NY,19,51.47,0,22.26,1,0
2025-11-21 09:12:12.237852,42.72,NY,19,52.04,0,15.37,1,0
2025-11-21 17:28:05.470693,59.96,NY,19,49.7,0,8.26,1,0
2025-11-22 06:50:20.671555,54.8,NY,11,50.4,0,13.37,1,0
2025-11-22 23:26:42.923487,38.54,NY,18,51.34,0,16.61,1,0
2025-11-23 20:34:34.866682,62.74,NY,14,49.77,0,21.13,1,0
2025-11-23 22:36:46.341780,25.05,NY,17,50.9,1,2.04,1,0
2025-11-24 09:01:59.694950,40.79,NY,12,48.97,0,10.42,1,0
2025-11-25 06:19:00.843915,59.84,NY,17,47.91,0,21.28,1,0
2025-11-26 02:08:33.443898,41.54,FL,13,47.59,0,19.83,0,0
2025-11-26 09:09:02.517802,36.39,NY,10,47.12,0,7.01,1,0
2025-11-26 21:35:45.781852,40.56,NY,17,46.24,0,12.45,1,0
2025-11-27 13:05:38.530795,33.9,NY,10,46.02,0,15.5,1,0
2025-11-28 06:54:51.854070,58.23,NY,13,43.42,0,17.82,1,0
2025-11-28 19:09:03.502874,45.79,NY,15,43.76,0,12.24,1,0
2025-11-29 06:58:57.503055,54.0,NY,19,44.48,0,11.83,1,0
2025-11-30 03:02:12.702061,71.33,NY,18,43.61,0,20.05,1,0
2025-11-30 13:09:55.405442,50.67,NY,11,48.24,0,10.13,1,0
2025-11-30 23:11:27.231476,41.61,NY,14,49.22,0,10.03,1,0
2025-12-01 00:32:12.416094,38.59,NY,8,47.4,1,1.35,1,0
2025-12-01 23:44:07.144780,48.42,NY,17,47.11,0,23.2,1,0
2025-12-02 15:09:49.497222,52.21,NY,19,48.31,0,15.43,1,0
2025-12-02 22:26:04.938616,48.01,NY,13,49.48,0,7.27,1,0
2025-12-03 12:11:41.774676,41.13,NY,8,50.89,0,13.76,1,0
2025-12-04 04:55:05.805732,39.13,NY,17,49.18,0,16.72,1,0
2025-12-04 08:52:20.488532,42.36,NY,17,48.51,1,3.95,1,0
2025-12-05 05:18:04.845290,52.21,NY,15,47.35,0,20.43,1,0
2025-12-05 18:41:40.809768,27.75,NY,14,45.43,0,13.39,1,0
2025-12-06 16:12:49.384899,65.32,NY,21,43.14,0,21.52,1,0
2025-12-06 20:10:51.253296,44.89,NY,12,45.51,1,3.97,1,0
2025-12-07 03:14:43.112848,28.55,NY,8,46.14,0,7.06,1,0
2025-12-07 12:37:06.381771,56.32,NY,12,44.16,0,9.37,1,0
2025-12-08 05:57:10.226700,29.67,NY,22,44.57,0,17.33,1,0
2025-12-09 03:39:06.297497,67.19,NY,16,42.73,0,21.7,1,0
2025-12-09 14:25:39.578185,26.55,NY,21,45.34,0,10.78,1,0
2025-12-10 13:32:34.420396,36.02,NY,10,44.08,0,23.12,1,0
2025-12-11 03:15:16.944703,69.99,NY,16,43.45,0,13.71,1,0
2025-12-11 12:54:28.187846,45.48,NY,11,45.22,0,9.65,1,0
2025-12-11 19:59:05.316280,46.03,NY,18,47.0,0,7.08,1,0
2025-12-12 06:12:24.783983,52.39,NY,17,45.07,0,10.22,1,0
2025-12-12 07:20:10.789250,58.42,NY,21,45.82,1,1.13,1,0
2025-12-13 05:28:35.530931,47.07,NY,12,48.81,0,22.14,1,0
2025-12-14 04:45:11.301632,39.58,NY,9,47.88,0,23.28,1,0
2025-12-14 06:04:37.134549,45.68,NY,21,48.87,1,1.32,1,0
2025-12-14 13:57:36.028498,48.27,NY,11,46.72,0,7.88,1,0
2025-12-14 22:07:30.619006,47.4,NY,17,48.89,0,8.17,1,0
2025-12-15 06:33:51.340182,43.11,NY,9,50.03,0,8.44,1,0
2025-12-15 18:06:28.203098,41.67,NY,19,47.34,0,11.54,1,0
2025-12-16 04:11:05.414978,50.39,NY,20,46.96,0,10.08,1,0
2025-12-16 19:44:05.331509,55.24,NY,14,47.4,0,15.55,1,0
2025-12-17 01:13:07.665609,55.67,NY,9,47.68,1,5.48,1,0
2025-12-17 11:43:18.375668,290.55,IL,5,47.41,0,10.5,0,1
2025-12-18 03:34:18.897531,42.26,NY,16,71.76,0,15.85,1,0
2025-12-18 04:35:42.766200,51.34,NY,17,72.02,1,1.02,1,0
2025-12-18 07:21:05.893858,46.24,NY,18,72.59,2,2.76,1,0
2025-12-19 02:30:19.819033,60.94,NY,17,72.39,0,19.15,1,0
2025-12-19 19:15:03.415574,43.72,IL,15,73.74,0,16.75,0,0
2025-12-20 19:14:54.334635,41.0,NY,21,73.8,0,24.0,1,0
2025-12-20 23:50:44.095338,56.96,NY,15,73.74,1,4.6,1,0
2025-12-21 00:24:57.361688,54.44,CA,18,74.39,2,0.57,0,0
2025-12-21 19:28:13.257125,58.37,NY,16,74.31,0,19.05,1,0
2025-12-22 17:47:06.950082,42.44,NY,18,74.58,0,22.31,1,0
2025-12-22 20:12:28.685281,53.72,NY,8,49.77,1,2.42,1,0
2025-12-23 12:54:17.542026,49.46,NY,22,50.92,0,16.7,1,0
2025-12-24 10:10:49.096617,44.45,NY,13,50.73,0,21.28,1,0
2025-12-24 11:10:46.640515,50.98,NY,9,50.55,1,1.0,1,0
2025-12-25 03:39:07.716924,45.45,NY,12,49.55,0,16.47,1,0
2025-12-25 10:44:47.800648,38.44,NY,15,49.73,0,7.09,1,0
2025-12-25 15:13:26.913360,51.04,NY,18,49.47,1,4.48,1,0
2025-12-26 10:14:29.571547,51.98,NY,13,48.88,0,19.02,1,0
2025-12-26 12:47:51.533905,59.69,FL,9,48.63,1,2.56,0,0
2025-12-27 11:09:30.528234,44.01,IL,19,48.76,0,22.36,0,0
2025-12-28 03:15:31.059544,40.71,NY,9,48.92,0,16.1,1,0
2025-12-28 20:13:29.027279,49.8,FL,10,47.62,0,16.97,0,0
2025-12-29 07:22:38.565931,49.06,NY,14,47.65,0,11.15,1,0
2025-12-30 05:05:14.580023,45.85,NY,20,48.12,0,21.71,1,0
2025-12-30 22:49:09.191344,39.38,NY,13,47.6,0,17.73,1,0
2025-12-31 21:27:19.724964,41.53,NY,15,47.0,0,22.64,1,0
2026-01-01 06:03:28.946712,45.23,NY,20,47.3,0,8.6,1,0
2026-01-02 03:02:36.918484,53.38,NY,18,46.72,0,20.99,1,0
2026-01-02 09:34:13.788826,49.41,NY,15,46.86,1,6.53,1,0
2026-01-02 11:50:37.741148,52.91,NY,13,45.84,1,2.27,1,0
2026-01-02 22:36:16.666470,32.36,NY,14,46.73,0,10.76,1,0
2026-01-03 06:58:49.358444,44.89,NY,14,45.89,0,8.38,1,0
2026-01-03 20:43:45.029316,42.06,NY,20,45.4,0,13.75,1,0
2026-01-04 18:59:20.014895,36.3,NY,11,44.7,0,22.26,1,0
2026-01-05 02:32:39.341606,79.89,NY,11,43.74,0,7.56,1,0
2026-01-05 19:27:31.862886,54.98,NY,21,47.8,0,16.91,1,0
2026-01-05 23:17:04.270435,52.11,NY,19,49.14,1,3.83,1,0
2026-01-06 08:09:21.488804,58.08,CA,20,49.83,0,8.87,0,0
2026-01-06 17:47:18.528419,56.36,NY,15,50.3,0,9.63,1,0
2026-01-07 17:42:16.541133,31.66,CA,10,50.99,0,23.92,0,0
2026-01-08 14:39:27.623337,48.02,NY,12,48.87,0,20.95,1,0
2026-01-08 16:22:16.586997,43.08,NY,9,50.43,1,1.71,1,0
2026-01-09 09:35:27.482474,48.86,NY,22,50.25,0,17.22,1,0
2026-01-10 09:19:30.206441,49.98,NY,17,50.93,0,23.73,1,0
2026-01-10 16:22:15.507526,58.91,NY,17,52.3,0,7.05,1,0
2026-01-11 02:37:52.087065,61.42,NY,14,50.2,0,10.26,1,0
2026-01-11 22:16:14.483285,41.47,NY,14,50.85,0,19.64,1,0
2026-01-12 03:29:01.252992,37.5,NY,9,49.78,1,5.21,1,0
2026-01-12 23:00:30.003179,54.2,NY,16,47.73,0,19.52,1,0
2026-01-13 03:07:43.523384,42.84,NY,20,47.51,1,4.12,1,0
2026-01-13 12:16:07.170658,50.87,NY,18,48.63,0,9.14,1,0
2026-01-13 14:06:21.485466,33.2,NY,12,48.91,1,1.84,1,0
2026-01-14 14:00:59.215417,57.31,NY,20,47.92,0,23.91,1,0
2026-01-14 23:20:55.594939,40.03,NY,11,48.77,0,9.33,1,0
2026-01-15 22:22:44.991571,62.18,NY,11,47.78,0,23.03,1,0
2026-01-16 09:34:28.698297,54.21,NY,18,48.1,0,11.2,1,0
2026-01-16 14:02:48.863859,29.12,NY,8,47.38,1,4.47,1,0
2026-01-16 20:46:31.949888,47.52,IL,11,46.15,1,6.73,0,0
2026-01-17 11:07:41.454436,52.99,IL,15,47.15,0,14.35,0,0
2026-01-17 21:55:11.278557,36.78,NY,8,47.03,0,10.79,1,0
2026-01-18 09:18:30.782566,64.85,NY,11,46.42,0,11.39,1,0
2026-01-18 18:43:46.331661,61.57,NY,9,47.82,0,9.42,1,0
2026-01-19 11:52:28.549672,50.97,NY,14,50.66,0,17.15,1,0
2026-01-20 00:58:03.531993,45.68,NY,9,50.02,0,13.09,1,0
2026-01-20 07:14:16.093225,55.5,NY,18,50.59,1,6.27,1,0
2026-01-20 15:07:39.898762,46.4,NY,12,49.92,0,7.89,1,0
2026-01-21 13:02:37.305388,43.94,NY,17,49.14,0,21.92,1,0
2026-01-22 01:20:52.160078,39.96,NY,9,50.62,0,12.3,1,0
2026-01-22 11:53:21.724763,58.83,NY,16,49.86,0,10.54,1,0
2026-01-23 08:13:30.987959,46.94,NY,9,50.45,0,20.34,1,0
2026-01-23 12:12:07.002628,51.93,NY,9,51.46,1,3.98,1,0
2026-01-24 00:14:59.551038,50.58,NY,12,50.17,0,12.05,1,0
2026-01-24 00:52:22.083080,58.21,NY,15,49.07,1,0.62,1,0
2026-01-24 15:49:27.279238,336.91,TX,4,49.8,0,14.95,0,1
2026-01-24 19:58:10.676822,21.14,NY,8,78.92,1,4.15,1,0
2026-01-25 06:02:07.705704,56.76,NY,16,75.48,0,10.07,1,0
2026-01-25 09:52:31.019209,62.18,NY,9,76.52,1,3.84,1,0
2026-01-25 14:45:42.943428,73.23,NY,14,78.34,1,4.89,1,0
2026-01-25 22:56:15.260678,68.38,NY,20,81.67,0,8.18,1,0
2026-01-26 11:56:20.431668,44.4,NY,10,82.63,0,13.0,1,0
2026-01-27 11:16:19.848767,62.77,NY,11,82.37,0,23.33,1,0
2026-01-28 00:42:24.343720,42.12,NY,21,83.46,0,13.43,1,0
2026-01-28 11:20:14.793176,53.35,NY,15,82.61,0,10.63,1,0
2026-01-28 12:30:05.228391,34.95,NY,18,82.12,1,1.16,1,0
2026-01-29 10:12:57.482251,35.67,NY,12,51.93,0,21.71,1,0
2026-01-30 02:23:16.764318,42.81,NY,16,53.38,0,16.17,1,0
2026-01-30 21:43:29.578630,62.81,NY,11,51.99,0,19.34,1,0
2026-01-31 01:19:32.061646,59.38,NY,11,52.05,1,3.6,1,0
2026-01-31 20:49:00.216874,56.62,NY,17,50.66,0,19.49,1,0
2026-02-01 03:05:58.280232,316.33,TX,2,49.49,1,6.28,0,1
2026-02-01 17:06:47.514373,50.2,NY,21,76.68,0,14.01,1,0
2026-02-01 21:53:30.868678,44.73,NY,16,75.42,1,4.78,1,0
2026-02-02 05:05:08.535709,53.7,NY,10,75.69,0,7.19,1,0
2026-02-02 22:54:45.211794,48.16,NY,22,75.72,0,17.83,1,0
2026-02-02 23:28:08.411825,36.69,NY,20,77.04,1,0.56,1,0
2026-02-03 20:01:16.500999,34.21,NY,16,77.14,0,20.55,1,0
2026-02-04 01:31:21.600236,62.95,IL,12,76.28,1,5.5,0,0
2026-02-04 07:40:07.085144,43.78,NY,17,76.3,1,6.15,1,0
2026-02-04 20:43:50.454717,63.81,NY,18,74.74,0,13.06,1,0
2026-02-05 00:43:19.497001,37.96,NY,15,75.46,1,3.99,1,0
2026-02-05 23:43:32.830554,54.18,NY,14,47.62,0,23.0,1,0
2026-02-06 01:29:32.729214,53.51,NY,12,48.02,1,1.77,1,0
2026-02-06 14:19:23.468027,58.52,NY,19,48.9,0,12.83,1,0
2026-02-07 11:58:37.818340,51.71,NY,13,49.38,0,21.65,1,0
2026-02-07 17:07:05.726476,48.12,NY,10,49.73,1,5.14,1,0
2026-02-08 16:23:01.120400,39.9,NY,15,50.88,0,23.27,1,0
2026-02-09 13:43:11.316298,52.26,NY,14,51.44,0,21.34,1,0
2026-02-09 15:45:19.980027,38.72,IL,15,50.38,1,2.04,0,0
2026-02-10 01:58:39.245739,69.28,NY,18,49.87,0,10.22,1,0
2026-02-10 21:51:34.611912,64.43,NY,22,50.42,0,19.88,1,0
2026-02-11 13:12:57.690222,46.11,NY,14,53.06,0,15.36,1,0
2026-02-11 13:54:54.446823,66.2,NY,15,52.26,1,0.7,1,0
2026-02-11 15:05:30.442678,41.55,NY,11,53.52,2,1.18,1,0
2026-02-12 03:32:21.832895,28.58,NY,18,51.83,0,12.45,1,0
2026-02-12 09:43:49.281605,52.09,NY,8,49.52,1,6.19,1,0
2026-02-12 19:27:49.281026,327.57,TX,6,49.91,0,9.73,0,1
2026-02-13 18:11:38.367369,345.09,IL,4,78.68,0,22.73,0,1
2026-02-13 21:02:52.816205,40.26,NY,13,107.96,1,2.85,1,0
2026-02-14 03:19:40.175065,333.94,IL,3,108.12,1,6.28,0,1
2026-02-14 07:42:02.831301,298.55,TX,2,134.58,1,4.37,0,1
2026-02-14 09:05:28.543396,49.12,NY,22,157.99,2,1.39,1,0
2026-02-14 12:04:32.170204,19.68,NY,14,158.29,2,2.98,1,0
2026-02-14 17:36:31.281220,57.6,NY,16,153.64,1,5.53,1,0
2026-02-14 19:58:22.963907,46.44,IL,21,155.25,1,2.36,0,0
2026-02-15 07:37:26.815970,56.47,NY,22,157.03,0,11.65,1,0
2026-02-15 23:44:23.416683,40.6,NY,14,157.47,0,16.12,1,0
2026-02-16 14:12:06.581903,51.56,NY,18,128.77,0,14.46,1,0
2026-02-17 13:08:01.417224,52.9,NY,11,99.42,0,22.93,1,0
2026-02-18 07:09:11.627559,41.17,NY,8,100.69,0,18.02,1,0
2026-02-18 16:55:37.098100,42.4,NY,17,71.41,0,9.77,1,0
2026-02-19 15:50:54.654049,49.02,NY,18,45.79,0,22.92,1,0
2026-02-20 00:06:04.141115,78.52,NY,9,45.78,0,8.25,1,0
2026-02-20 12:07:01.987953,51.95,NY,21,51.67,0,12.02,1,0
2026-02-21 02:43:49.337236,47.56,CA,15,51.1,0,14.61,0,0
2026-02-22 00:32:44.124736,55.18,NY,20,51.22,0,21.82,1,0
2026-02-22 07:36:08.070023,68.93,NY,18,51.09,0,7.06,1,0
2026-02-22 12:16:58.686914,38.7,NY,15,53.92,1,4.68,1,0
2026-02-22 16:04:53.789385,43.47,NY,20,52.63,1,3.8,1,0
2026-02-23 10:15:44.149313,58.4,NY,16,51.69,0,18.18,1,0
2026-02-24 08:11:22.891141,55.93,NY,11,53.41,0,21.93,1,0
2026-02-24 08:57:17.857349,54.01,TX,16,54.77,1,0.77,0,0
2026-02-24 18:22:59.491234,64.58,NY,20,55.27,0,9.43,1,0
2026-02-25 08:11:21.617173,54.34,NY,20,53.87,0,13.81,1,0
2026-02-26 03:08:28.728653,51.28,NY,8,54.11,0,18.95,1,0
2026-02-26 07:15:28.705613,28.45,NY,22,54.48,1,4.12,1,0
2026-02-26 20:51:49.277224,55.46,NY,22,51.81,0,13.61,1,0
2026-02-27 03:27:50.828682,24.81,NY,15,50.46,1,6.6,1,0
2026-02-27 17:12:04.657041,62.45,NY,16,49.07,0,13.74,1,0
2026-02-27 19:54:03.146848,45.31,NY,18,50.97,1,2.7,1,0
2026-02-27 20:42:32.419374,47.43,NY,9,49.66,2,0.81,1,0
2026-02-28 08:32:42.616042,54.76,NY,15,48.81,0,11.84,1,0
2026-02-28 20:53:28.797931,56.24,NY,22,48.89,0,12.35,1,0
2026-03-01 04:35:31.684585,56.73,NY,11,48.05,0,7.7,1,0
2026-03-02 04:31:24.042673,42.78,NY,8,48.29,0,23.93,1,0
2026-03-02 07:41:12.541439,22.82,IL,10,47.44,1,3.16,0,0
2026-03-03 04:52:14.372753,45.31,NY,11,46.88,0,21.18,1,0
2026-03-03 23:48:38.021711,53.11,NY,8,45.86,0,18.94,1,0
2026-03-04 06:59:56.278309,46.72,NY,10,48.69,0,7.19,1,0
2026-03-04 16:05:55.134182,276.72,IL,3,47.12,0,9.1,0,1
2026-03-05 13:41:32.609109,78.48,NY,21,70.26,0,21.59,1,0
2026-03-06 11:51:44.338943,54.99,NY,11,73.37,0,22.17,1,0
2026-03-06 15:01:50.874890,70.13,NY,17,73.39,1,3.17,1,0
2026-03-07 14:52:32.280146,54.09,NY,11,74.78,0,23.84,1,0
2026-03-07 21:24:03.019580,42.94,NY,13,74.52,1,6.53,1,0
2026-03-07 22:05:28.622567,57.25,NY,8,74.53,1,0.69,1,0
2026-03-08 18:56:30.894511,48.07,NY,10,77.97,0,20.85,1,0
2026-03-09 03:14:25.352402,54.26,NY,11,78.25,0,8.3,1,0
2026-03-10 01:09:08.431098,48.41,NY,22,78.37,0,21.91,1,0
2026-03-10 18:54:43.074463,40.94,NY,21,78.53,0,17.76,1,0
2026-03-10 19:25:34.959470,63.83,NY,15,54.96,1,0.51,1,0
2026-03-11 10:56:48.947972,59.25,NY,19,53.49,0,15.52,1,0
2026-03-11 16:05:34.285350,57.72,NY,21,53.92,1,5.15,1,0
2026-03-12 10:08:25.868204,42.51,NY,9,52.68,0,18.05,1,0
2026-03-12 13:27:02.591584,49.9,NY,12,51.52,1,3.31,1,0
2026-03-13 07:09:37.509579,51.6,NY,18,52.21,0,17.71,1,0
2026-03-14 04:33:31.160069,72.82,NY,18,51.65,0,21.4,1,0
2026-03-14 10:51:40.420118,65.55,NY,21,54.12,1,6.3,1,0
2026-03-14 17:51:32.555580,39.93,NY,12,55.25,1,7.0,1,0
2026-03-15 15:26:14.094345,56.37,IL,14,54.4,0,21.58,0,0
